name,type
Yoruba Nigeria,Hybrid
Maui Waui (Wowie),Hybrid
White Mango,Hybrid
White Widow Max,Hybrid
Thai X Skunk,Hybrid
White Elephant,Hybrid
Northern Light x Haze,Hybrid
Evil Pineapple,Hybrid
Kali Black,Hybrid
Lost in Space,Hybrid
Lost in Time,Hybrid
Rasta Killer,Hybrid
Smashberry,Hybrid
Chocolate Bubba,Hybrid
Super Sweet Cindy 05,Hybrid
Black Indica,Hybrid
Brainwarp,Hybrid
Bohdi Sativa,Hybrid
Early Bubba Kush,Hybrid
Early Purple Kush,Hybrid
Northern Lights #9 x Skunk No. 1,Hybrid
Da Purps,Hybrid
PG-13,Hybrid
Zero-Gravity,Hybrid
G13 Haze x NYCD,Hybrid
G13 Haze x Somango,Hybrid
Anunnaki,Hybrid
Sour Cream,Hybrid
Super Cannalope,Hybrid
Sweet Haze,Hybrid
Brainstorm (Hempstar),Hybrid
F.O.G. (Fruit of the Gods),Hybrid
Choco Lemon Diesel,Hybrid
D.d. Sour Banana,Hybrid
Double OG SFV,Hybrid
Elite G-13,Hybrid
Heri OG Kush,Hybrid
Lemon Arsenal,Hybrid
Super Nova (SnowHigh Seeds),Hybrid
Turquoise Jeep,Hybrid
Lemonade Haze,Hybrid
Krypto Cookies,Hybrid
Kookies,Hybrid
Goji Golden Cobra,Hybrid
Goji DC,Hybrid
Goji Cake,Hybrid
Alpine Cookies,Hybrid
Lemon Larry OGK,Hybrid
NY Lemon Diesel,Hybrid
OG OGuana Kush,Hybrid
Sour Banana Punch,Hybrid
Sour Larry OGK BX1,Hybrid
Strawberry Diesel 1.1,Hybrid
The Sour Funk,Hybrid
Triple Sour Diesel,Hybrid
Twisted Purple OGK,Hybrid
Ultimate Chemdawg,Hybrid
Colombian Red Haze,Hybrid
Narkush,Hybrid
African Buzz,Hybrid
Sugar Haze,Hybrid
Hash Passion,Hybrid
Mama Thai,Hybrid
Jungle Wreck,Hybrid
Ata Tundra,Hybrid
North India Malana,Hybrid
Pahari Farmhouse,Hybrid
Mazar-i-Sharif Afghani,Hybrid
Parvati,Hybrid
Golden Triangle,Hybrid
Ketama,Hybrid
Pakistan Valley,Hybrid
Kwazulu,Hybrid
Master Kush Skunk,Hybrid
G13 Skunk,Hybrid
Automatic AK47,Hybrid
Automatic White Moscow,Hybrid
Automatic Blueberry,Hybrid
Automatic Lemon Skunk,Hybrid
Automatic Hindu Kush,Hybrid
Auto Hindu Kush x Auto AK47,Hybrid
Automatic Great White Shark,Hybrid
Twilight,Hybrid
Tirah Nepali,Hybrid
Masterlow,Hybrid
Power Stout,Hybrid
Blue Streak,Hybrid
Rox,Hybrid
Opium,Hybrid
G13 Widow,Hybrid
White Wombat,Hybrid
Barrier Reefer,Hybrid
Blue Mountain,Hybrid
Didgeri Boo,Hybrid
Humpty Doo Haze,Hybrid
G13 Haze x Amethyst Bud,Hybrid
G13 Haze x Citralah,Hybrid
G13 Haze x Free Tibet,Hybrid
G13 Haze x Haze Heaven,Hybrid
G13 Haze Lavender,Hybrid
G13 Haze x Reclining Buddha,Hybrid
G13 Haze x Somativa,Hybrid
G13 Haze x White Light,Hybrid
G13 Haze x White Willow,Hybrid
G13 Haze x Rock Bud,Hybrid
Blue Satellite #2.2,Hybrid
The Blubonic,Hybrid
Donk,Hybrid
Vanilluna,Hybrid
Cocoa Kush,Hybrid
Honeybee,Hybrid
Toe Jam,Hybrid
Donkey Dick,Hybrid
Donkey Dick x Mighty Mite,Hybrid
Dutch Treat x Mighty Mite,Hybrid
Mighty Mite,Hybrid
Super Skunk x Mighty Mite,Hybrid
The Red Eyed Bride,Hybrid
Purple Skunk x Hash Plant,Hybrid
Zukke Knolle,Hybrid
H 12,Hybrid
M 7,Hybrid
Hash Plant No. 1,Hybrid
Ruderalis (Hungarian),Hybrid
Kif Plus,Hybrid
Juan Herer,Hybrid
Cetme,Hybrid
4 Best 4 You,Hybrid
Bella Ortega,Hybrid
Vietnam Tourist Hemp,Hybrid
Vietnam,Hybrid
Fig,Hybrid
Blue Earth Berry,Hybrid
Unchained Melodie,Hybrid
Third Eye,Hybrid
The Emperor,Hybrid
Stinky Fudge Pinky,Hybrid
Bubba Fudge Kush,Hybrid
Snozzwanger,Hybrid
Skyscraper Kush,Hybrid
Spec-Ops,Hybrid
Oaxaca Mexican,Hybrid
Pokhara Nepalese,Hybrid
Skunk #2,Hybrid
Oregon Indica,Hybrid
Dutch Oregon Indica,Hybrid
Krazy Karol,Hybrid
Kashroc,Hybrid
Kerala South Indian Landrace,Hybrid
Manila Filipino,Hybrid
Primo Hollanditis,Hybrid
The Creeper,Hybrid
Khyber Afghani,Hybrid
Purple Rain,Hybrid
Friesland Indica,Hybrid
Amsterdam Delight,Hybrid
Tuguegaro Filipino,Hybrid
Kandahar Indica,Hybrid
Michuacan ,Hybrid
Skunk USA,Hybrid
Noi,Hybrid
Paars Purple,Hybrid
Victor Baarn,Hybrid
Pollyana,Hybrid
Indisat,Hybrid
Shady Lady-Ruderalis,Hybrid
Heavenly High,Hybrid
Purple Wonder,Hybrid
Big Skunk,Hybrid
Super Indoor Indica,Hybrid
Super Indoor Sativa,Hybrid
Sonora Super Sativa,Hybrid
Pluton 2,Hybrid
Royal Dutch Skunk,Hybrid
Four and More,Hybrid
Dr. Weed Indica,Hybrid
Dr. Weed Indica Purple,Hybrid
Dr. Weed Skunk Ruderalis,Hybrid
Dr. Weed Skunk Northern Lights,Hybrid
Twilicth,Hybrid
Nightqueen,Hybrid
Four Way Skunk,Hybrid
Skunk Passion Four Way Skunk,Hybrid
Dutch Passion Four And More,Hybrid
African Queen,Hybrid
White Cloud,Hybrid
Kabul Baba,Hybrid
Pure Thai,Hybrid
High Grade 2003,Hybrid
Mabombe,Hybrid
Malawi Mini,Hybrid
Malberry F1,Hybrid
Nigerian 99 F1,Hybrid
Nigerlian,Hybrid
Power Malawi,Hybrid
Senegal Haze F1,Hybrid
Sweet White Malawi,Hybrid
Boggy Haze,Hybrid
Mindboggle x NYCD,Hybrid
Mindboggle,Hybrid
NYCD F2,Hybrid
Somatooth #1,Hybrid
Somatooth #2,Hybrid
Somatooth #2 x NYCD,Hybrid
Love Lettuce,Hybrid
Monkey Pal,Hybrid
Sweet God,Hybrid
Afghani x California Indica,Hybrid
Aurora Indica x Afghani,Hybrid
K.C. 33 x Skunk,Hybrid
Skunk x Big Bud,Hybrid
Bog Medley,Hybrid
Afghaan Dream,Hybrid
Fast Poison,Hybrid
Madame Poison,Hybrid
Mountain Bud,Hybrid
Pure Mighty Mite,Hybrid
Gooey Widow,Hybrid
Lemon Joy,Hybrid
Original Snow White,Hybrid
AK-47 F2,Hybrid
California Indica F2,Hybrid
Greenhouse White Widow F2,Hybrid
White Russian F2,Hybrid
Bubba Kush S1,Hybrid
Calio S1,Hybrid
Paint,Hybrid
Paint Haze,Hybrid
Biggie Small,Hybrid
Jazz (TGA),Hybrid
Jacked-Up,Hybrid
Silverback Loco Motive,Hybrid
Blackened Ape Train,Hybrid
Roadside Bomb,Hybrid
White Rhino Bull,Hybrid
Resinous Maximus,Hybrid
White Bubba G.I.,Hybrid
Rawdawg,Hybrid
Purple Heart (Quantitative Genetics),Hybrid
Chronics Revenge,Hybrid
Dr. Hemp #1,Hybrid
Luna,Hybrid
Northern Lightz,Hybrid
Metal Haze,Hybrid
Berlin,Hybrid
Wild Skunk,Hybrid
Angel Dust,Hybrid
Bubble Dust,Hybrid
Mummia,Hybrid
Odalisk,Hybrid
Fantasma,Hybrid
Trench Town Lights,Hybrid
Jamaican Jam,Hybrid
AK-47 x Northern White,Hybrid
Bubblegum F2,Hybrid
Cream Sodica,Hybrid
Heavenly Klingon,Hybrid
Blueberry x Hawaiian Sativa,Hybrid
Kg-one,Hybrid
Valaria,Hybrid
Infinity,Hybrid
Justice,Hybrid
Lady Liberty,Hybrid
Mother,Hybrid
Stealth,Hybrid
Mandala #1,Hybrid
Krystalica,Hybrid
Mighty Mite x A-13 x Big Bud Skunk,Hybrid
Mighty Mite x Dutch Treat,Hybrid
Mighty Mite x Super Skunk,Hybrid
Citral Mass,Hybrid
Double Fun,Hybrid
Sweetstar,Hybrid
Early Bramble,Hybrid
Timewarp N5,Hybrid
Something Special,Hybrid
11:59 Armageddon Skunk,Hybrid
Big Bud Afghani,Hybrid
Five Way,Hybrid
G12 Skunk,Hybrid
Giant Haze,Hybrid
Kush Skunk,Hybrid
NL5 x Haze #5,Hybrid
Pukka Skunk,Hybrid
Pure Skunk,Hybrid
Shiva Haze,Hybrid
Sirius Skunk,Hybrid
Big Freeze,Hybrid
Big Que Bud,Hybrid
Big Rooster,Hybrid
Big Sensi Skunk,Hybrid
Black & White,Hybrid
Bubble-k,Hybrid
Domestic Jack Herer,Hybrid
Freeze Land,Hybrid
Indian Light,Hybrid
Northern Bubble,Hybrid
NL2 x NL3,Hybrid
NL5 x NL2,Hybrid
Que Hash Plant,Hybrid
Quetiva,Hybrid
Red Fruity,Hybrid
Red-bec,Hybrid
Stinky Hash,Hybrid
Super Afghan,Hybrid
Super Christ,Hybrid
Thai Experience,Hybrid
Northern Lights 90,Hybrid
Old School Sativa,Hybrid
Skunk 89,Hybrid
Skunk 89 x Haze,Hybrid
Skunk 89 x Trainwreck,Hybrid
G13 / Black Widow,Hybrid
G13 x Blueberry Sativa,Hybrid
Rg-sus,Hybrid
Sour Diesel V3,Hybrid
Williams Firecracker,Hybrid
Wonderfuck,Hybrid
Old School Thai x Skunk,Hybrid
Jack Berry F2,Hybrid
K.O Kush,Hybrid
Recovery Haze,Hybrid
Day Dream,Hybrid
Northern Flame,Hybrid
Commercial Drive,Hybrid
Dankouver,Hybrid
S.i.r.,Hybrid
Victory,Hybrid
OG Pie Breath,Hybrid
Nevada Privada,Hybrid
Loganberry Whistlestop,Hybrid
Black Bubba G.I.,Hybrid
Huckleberry Lemonade,Hybrid
Hot Pink Whistle,Hybrid
Galactic Animal,Hybrid
Dawgfather,Hybrid
CrÃ¨me BrÃ»lÃ©e,Hybrid
Wreck,Hybrid
Apollo Orange,Hybrid
Apollo Thunder,Hybrid
C99 Splash,Hybrid
DTC 99 A,Hybrid
Green Giant x AK-47,Hybrid
Green Giant x Rosetta Stone,Hybrid
Lieu Hanh / (Apollo 11 G x Apollo 11 G),Hybrid
Morning Dew Spice,Hybrid
Neville Haze,Hybrid
Rosetta Stone F2,Hybrid
Viet Combo Vietnamese x Vietnamese Black,Hybrid
Rockaberry,Hybrid
3D,Hybrid
Big Foot,Hybrid
Floater,Hybrid
Jacks Cleaner II,Hybrid
Orange Velvet bx,Hybrid
Queen Annes Revenge,Hybrid
Scarlet Queen,Hybrid
Zorro,Hybrid
Amnesia Kush,Hybrid
Cappucino,Hybrid
Double Sour Bubble,Hybrid
Espresso,Hybrid
Gum Balls,Hybrid
Northern Lights x Sour Bubble,Hybrid
Rainbow #4,Hybrid
Sour Cali,Hybrid
Sour Saver 2.5,Hybrid
Thunder G,Hybrid
White Rhino x Black Kush,Hybrid
Bugglegum,Hybrid
Blue 13,Hybrid
Sugar Berry,Hybrid
Blue39,Hybrid
Blueberry F4,Hybrid
Double Heather,Hybrid
Double Karen,Hybrid
Sugartooth,Hybrid
Sweet 13,Hybrid
Columbian Red,Hybrid
Crystal Matrix,Hybrid
Fat Bastard,Hybrid
Gremlin,Hybrid
Indica Blitz,Hybrid
Madman,Hybrid
Road Runner Automatic,Hybrid
Sex,Hybrid
Braveheart,Hybrid
Highlander,Hybrid
Northern Skank,Hybrid
Pure Skank,Hybrid
Scud,Hybrid
Kush x OG Kush,Hybrid
Leopard Kush X Pure Kush,Hybrid
NL/OG Kush x Pure Kush,Hybrid
Cal Jax,Hybrid
Burmese,Hybrid
Gold (Nagano Gold),Hybrid
GSPOT,Hybrid
C99 x Bubba Kush,Hybrid
C99 x Grapefruit,Hybrid
C99 x Haze,Hybrid
C99 x Panama Red,Hybrid
Sweet,Hybrid
C99 x Webbed Indica,Hybrid
C99 x White Widow,Hybrid
Pineapple C99 x Blackberry,Hybrid
Pineapple C99 F5,Hybrid
White Skunk,Hybrid
Early Girl x Haze,Hybrid
Early Girl x Northern Lights,Hybrid
Tikal,Hybrid
Aroma,Hybrid
Citral Skunk,Hybrid
Double X,Hybrid
Red Colombian Haze,Hybrid
FG 13,Hybrid
Flower,Hybrid
G Bolt,Hybrid
Green Bud,Hybrid
Long Haze,Hybrid
Mendocino,Hybrid
Pure Hash Plant,Hybrid
Frisian Dew,Hybrid
Foxtail Sativa,Hybrid
Luang Prabang Lao Sativa,Hybrid
Khmer Gold,Hybrid
African Sativa (Spirit),Hybrid
Moroccan Gold,Hybrid
Crackleberry,Hybrid
Cocoa Corriander,Hybrid
Chocolate Pineapple Scout,Hybrid
Chocolate Pineapple Chunk,Hybrid
Pineapple x Chernobyl,Hybrid
CBDGOG,Hybrid
Box Car Harley,Hybrid
Boogie Monster,Hybrid
Mendo Express,Hybrid
Black Trinity,Hybrid
Early Pearl x Skunk Haze,Hybrid
Big Haze,Hybrid
Chem Haze Sour Diesel,Hybrid
Double Strawberry Diesel,Hybrid
Sanctuary,Hybrid
Strawberry D-Lite,Hybrid
Old School Thai,Hybrid
Amnesia White,Hybrid
Kali Haze,Hybrid
Rhino,Hybrid
Sensi St@r,Hybrid
White Ice,Hybrid
Silver Haze #9,Hybrid
Jack Flash #5,Hybrid
White Diesel,Hybrid
X Haze,Hybrid
SoGouda,Hybrid
Voyager,Hybrid
Flying Dragon,Hybrid
Temple Haze,Hybrid
Dame Blanche,Hybrid
Power Skunk,Hybrid
Skunk Classic,Hybrid
Wreckage,Hybrid
Northern Lights x Black Domina,Hybrid
Northern Lights x Jack Herer,Hybrid
Alpha Diesel,Hybrid
Chemdog Double-D,Hybrid
Chemhaze Diesel,Hybrid
Amazing Haze,Hybrid
Citrocity,Hybrid
Himalayan Indica,Hybrid
Somini,Hybrid
Deep Congo,Hybrid
Diesel Ryder,Hybrid
Maroc x Grapefruit,Hybrid
Kerela Krush,Hybrid
The Kali,Hybrid
G-bomb,Hybrid
ADHD,Hybrid
Genie Of The Lamp,Hybrid
Parvatie,Hybrid
Homegrown Haze,Hybrid
Homwgrown Lowryder,Hybrid
The Fantasy,Hybrid
CheeseWreck,Hybrid
Blz-bud,Hybrid
Killa-watt,Hybrid
Apple Jack,Hybrid
Superglue,Hybrid
Taste Bud,Hybrid
Citral Hashplant,Hybrid
Ultimate Blueberry,Hybrid
Kali,Hybrid
South African Sativa,Hybrid
Californian Haze,Hybrid
The Full Nelson,Hybrid
Matanuska Lime,Hybrid
Purple-icious,Hybrid
Zerozero,Hybrid
Cheez Wreck (cheese wreck),Hybrid
Irridescent Haze,Hybrid
Incredibubble,Hybrid
Incrediberry,Hybrid
Freighttrain,Hybrid
Bubba Berry,Hybrid
Kryptonite Bubblegum,Hybrid
Bubbagum,Hybrid
Blueberrydiesel,Hybrid
Cal-train Wreck,Hybrid
Chunky Cheese,Hybrid
A-1 Haze,Hybrid
Glo,Hybrid
Zei,Hybrid
Jamil Sayyida,Hybrid
Mirre,Hybrid
Mexi,Hybrid
Maui Haze,Hybrid
Brazilian Landrace,Hybrid
South Indian Landrace,Hybrid
Landraces,Hybrid
Afghani Skunk,Hybrid
Original Skunk,Hybrid
Colombian Landrace,Hybrid
Thai Landrace,Hybrid
Mexican Landrace,Hybrid
Green Thai,Hybrid
Southeast Asian Landrace,Hybrid
Northern Lights (BCBD),Hybrid
Holland NL VI,Hybrid
Genius,Hybrid
Berry Queen,Hybrid
Blackberry Soda,Hybrid
Sour Afghan Haze,Hybrid
EFF Cancer,Hybrid
ACDC x Lilly,Hybrid
Koala,Hybrid
Grande Ronde Green,Hybrid
Huckleberry Space Queen,Hybrid
Gold Colombian Landrace,Hybrid
Indonesian Landrace,Hybrid
Jamaican Landrace,Hybrid
Indian Landrace,Hybrid
South African Landrace,Hybrid
Skunk No. 2,Hybrid
Kerala South Indian x Afghani,Hybrid
Thai x Mexican,Hybrid
Afghani x Mexican,Hybrid
Indian x Mexican,Hybrid
Thai x Afghani,Hybrid
Nigerian x Afghani,Hybrid
Jamaican x Afghani,Hybrid
Afghani No. 1 / Skunk No. 1,Hybrid
Highland Nepalese Landrace,Hybrid
Laosian Landrace,Hybrid
Nepalese Landrace,Hybrid
Blue Domino,Hybrid
Danielle,Hybrid
Astro Queen,Hybrid
Grim,Hybrid
Bush Hash Plant,Hybrid
Bubba Gum,Hybrid
Danny Boy bx,Hybrid
Grimm Reaper,Hybrid
Cuddle Fish Hash Plant,Hybrid
Hash Queen,Hybrid
Highway Star,Hybrid
Jenny,Hybrid
Juggernaut,Hybrid
Ozzy,Hybrid
North Purple Queen,Hybrid
North End Purps,Hybrid
Valencia,Hybrid
Tommy Gun,Hybrid
Afghani / Nepali,Hybrid
Nepali Landrace,Hybrid
Mexican x Skunk No. 1,Hybrid
Durban Poison x Thai,Hybrid
Durban Poison x Brazilian,Hybrid
Durban Poison x Chitral,Hybrid
Chitral x Tugegaro Filipino,Hybrid
Skunk No. 1 x Basic 5,Hybrid
Pakistani x Ruderalis,Hybrid
Kandahar Indica x Creeper,Hybrid
Kandahar Indica x Michuacan,Hybrid
Nigerian x Kandahar Indica,Hybrid
Khyber Afghani x Nigerian,Hybrid
Afghani / Nepali x Kerala,Hybrid
Afghani-Malawi,Hybrid
Tirah Nepali x Thai,Hybrid
Khyber Afghani x Kerala,Hybrid
Kyhber Afghani x Creeper,Hybrid
Nat. Seed,Hybrid
Paars Purple x Nat. Seed,Hybrid
Early Bird,Hybrid
Royal Dutch,Hybrid
Afghani No. 1 x Skunk No. 1,Hybrid
Creeper x Skunk No. 1,Hybrid
South African D.P. 34,Hybrid
Early Pearl x Mazar-i-Sharif,Hybrid
Shady Lady-Ruderalis x Afghani No. 1,Hybrid
Skunk Mix,Hybrid
Dr. Wiet Mix,Hybrid
Dr. Wiet Purple Mix,Hybrid
Dr. Wiet Kwekers Mix,Hybrid
Dr. Wiet x Skunk Mix,Hybrid
Dr. Wiet,Hybrid
Afghaan,Hybrid
Northern Lights #5 x Northern Lights #2,Hybrid
Northern Lights #5 x Skunk No. 1 ,Hybrid
Northern Lights #1 x Skunk No. 1 / Afghani,Hybrid
Big Bud x Big Bud / Northern Lights,Hybrid
G-13 x Northern Lights #2 / ?,Hybrid
Hash Plant x Northern Lights / ?,Hybrid
G-13 x Hash Plant / ?,Hybrid
Haze x Northern Lights #1 / ?,Hybrid
Northern Lights #5 x Northern Lights #2 / ?,Hybrid
(Hash Plant / Northern Lights #1 / ?) x Swaziland,Hybrid
Haze x South African,Hybrid
Hawaiian Indica No. 7,Hybrid
(Early Pearl/Skunk No. 1/Northern Lights #5) x Haze,Hybrid
Northern Lights #2 x Skunk No. 1,Hybrid
Indica Northern Lights,Hybrid
Ruderalis,Hybrid
Skunk Indica,Hybrid
Huckleberry DesTar,Hybrid
Huckleberry Cough V2,Hybrid
Donkey Kong (Oregon Green Seeds),Hybrid
Cherry Wine,Hybrid
Colorado Cherry,Hybrid
The Wife,Hybrid
Upgrade,Hybrid
Purple Nr 1,Hybrid
Thai Landrace x Skunk No. 1,Hybrid
California Orange x Skunk No. 1,Hybrid
Hawaiian Indica No. 7 x Skunk No. 1,Hybrid
Hindu Kush x Skunk No. 1,Hybrid
Swaziland African Landrace,Hybrid
Swaziland African Landrace x Skunk No. 1,Hybrid
Early Cal x Skunk No. 1,Hybrid
Master Widow,Hybrid
Himalaya Haze,Hybrid
Durban Sativa,Hybrid
Super Thai,Hybrid
Mindbender,Hybrid
Early California,Hybrid
Chitral (Dutch Passion),Hybrid
Blue Heaven,Hybrid
Haze 19,Hybrid
Viking,Hybrid
Outdoor Green,Hybrid
Chem Dawg (Chemdog),Hybrid
Spanish Landrace,Hybrid
Brazil,Hybrid
K.C. 606,Hybrid
Leda,Hybrid
KC Special Select,Hybrid
Double K.C. 2,Hybrid
Mango Vermelho,Hybrid
Secret Project Number 1,Hybrid
Ukranian Landrace,Hybrid
Double Afghani,Hybrid
Pole Cat,Hybrid
North Indian Landrace,Hybrid
Highland Thai (Juicy Fruit Thai),Hybrid
Highland Oaxaca Gold,Hybrid
Bwanana,Hybrid
BullNana,Hybrid
Special Skunk,Hybrid
Ice (Nirvana),Hybrid
Super Haze (Katsu),Hybrid
Purple Northern Lights,Hybrid
AK47 x Kong,Hybrid
Akala,Hybrid
Mr. Nice x Blueberry,Hybrid
Mr. Nice x Mango,Hybrid
Mr. Nice x Thai,Hybrid
Bubblegum x Bubbleberry,Hybrid
Mullumbimby Madness,Hybrid
New Guinea Landrace,Hybrid
Blackberry (Mullaway),Hybrid
Blue Confusion,Hybrid
The Red,Hybrid
The Yellow,Hybrid
Blue Widow x G13,Hybrid
Blue Widow x Cindy 99,Hybrid
Blue Wreck,Hybrid
Bubble Wreck,Hybrid
Blueberry x Cinderella 99,Hybrid
Builder,Hybrid
Big Bud x Afghani,Hybrid
Cali Orange,Hybrid
Coral Reef,Hybrid
Cough,Hybrid
Diesel x Malawi x Diesel,Hybrid
Dogshit,Hybrid
Purple Oregon Sativa,Hybrid
Emerald Triangle Funk,Hybrid
Emerald Triange Funk x Purple Oregon Sativa,Hybrid
Foggy Mountain,Hybrid
Fruit,Hybrid
Grape,Hybrid
Grapefruit x Afghani,Hybrid
Grapefruit x Blueberry / Chemo,Hybrid
Grunk,Hybrid
Amsterdam Mist,Hybrid
Lambsbread Landrace,Hybrid
Purple Jamaican Skunk,Hybrid
1.3G,Hybrid
420,Hybrid
B-Bud,Hybrid
Bitch,Hybrid
Black,Hybrid
Black Velvet,Hybrid
British Columbian,Hybrid
Bud Lite,Hybrid
Bush Bud,Hybrid
Canadian,Hybrid
Che,Hybrid
Copperhead,Hybrid
Dubble Bubble,Hybrid
Eve,Hybrid
Jinn,Hybrid
LemonBreath,Hybrid
MeatBreath,Hybrid
Meatloaf,Hybrid
Peanutbutter Breath,Hybrid
PugsBreath,Hybrid
Study Spewright,Hybrid
BananaBreath,Hybrid
Dead Bananas,Hybrid
Kat,Hybrid
Memery,Hybrid
Midnight,Hybrid
Mystic,Hybrid
Olympic,Hybrid
Passionfruit,Hybrid
Ripper,Hybrid
Rx,Hybrid
Jiffy Pot,Hybrid
Silver Streak,Hybrid
Sin,Hybrid
Smut,Hybrid
THC (F.I. Skunk),Hybrid
Titanium,Hybrid
Vertigo,Hybrid
Virgin (Burmese Skunk),Hybrid
WMD,Hybrid
Cinderella 88 (Princess 88),Hybrid
LemonAde,Hybrid
Lemonade 2000,Hybrid
Livity,Hybrid
Pezz,Hybrid
Grey Mist,Hybrid
Blueberry x Kali Mist,Hybrid
AK-47 x Malawi,Hybrid
HP13 x Blue Matanuska,Hybrid
Blue Matanuska,Hybrid
G13 White Widow x Purple Kush,Hybrid
HP13 x Shiva Shanti,Hybrid
Mighty Mite x Durban,Hybrid
Mothership,Hybrid
Netty,Hybrid
Northern Lights x Blueberry,Hybrid
Princess Bob,Hybrid
Washington Indica,Hybrid
Maui Sativa,Hybrid
Pod,Hybrid
Daughter of Pod,Hybrid
FX,Hybrid
Purple FX,Hybrid
Purple FX x Big Bud,Hybrid
Big Bud (Sensi Seeds),Hybrid
Snow,Hybrid
Sonic,Hybrid
Sonic x Kush,Hybrid
Spirit of 76,Hybrid
Sweet Pink Grapefruit,Hybrid
TC Blu (Trinity County Blueberry),Hybrid
SX,Hybrid
Tropical Mist,Hybrid
U Dub (UW),Hybrid
Nuclear Cloud,Hybrid
Molokai,Hybrid
A10,Hybrid
Albert Walker,Hybrid
Product 19,Hybrid
Biker Bob,Hybrid
Blondie,Hybrid
Blue Dot (MGB - Medical Grade Bud),Hybrid
Blue Stupor,Hybrid
Bronze Berry,Hybrid
Cosmic Blue,Hybrid
Wonder,Hybrid
Cotton Candy x Romulan,Hybrid
Dalat,Hybrid
Cinderella 99 x Deep Chunk,Hybrid
Annunaki,Hybrid
DP,Hybrid
Dumpster,Hybrid
Funky Bitch (Golden Goat),Hybrid
Cafe Girl,Hybrid
Ginger Ale,Hybrid
Golden Pineapple,Hybrid
Grape Mist,Hybrid
God,Hybrid
Rock Corn,Hybrid
Rene,Hybrid
Himalyana Sativa,Hybrid
Golden Boy,Hybrid
Jasmine,Hybrid
Jedi,Hybrid
Romeo,Hybrid
Juliet,Hybrid
King,Hybrid
Kings Cross,Hybrid
M-1,Hybrid
M39 (M-39),Hybrid
Manga Rosa x Highland Afghani,Hybrid
Cheeseburger,Hybrid
Triple Dubble,Hybrid
Sweetarts,Hybrid
Derps,Hybrid
Orangina (Unknown Prophet),Hybrid
Orange Julius,Hybrid
Aftangie,Hybrid
Bilzerian OG,Hybrid
Orange Tahoe,Hybrid
Mary Chino,Hybrid
Soulshine,Hybrid
Pineapple Mist,Hybrid
Pure Kush (PK),Hybrid
Plum,Hybrid
Big Skush,Hybrid
PMS,Hybrid
Purple Indica,Hybrid
Purple Thunder,Hybrid
S 1 5,Hybrid
Silver Goo (Third Eye),Hybrid
Triad,Hybrid
Snerval,Hybrid
Sour P,Hybrid
Sweet Tart,Hybrid
Thai x Nepali,Hybrid
Goshen Goop,Hybrid
Freeze,Hybrid
Widowmaker,Hybrid
Vietnamese Black,Hybrid
Werthers,Hybrid
G Force,Hybrid
Nepal Kush,Hybrid
Dutch Delight,Hybrid
Skunk #11,Hybrid
Blueberry (Dutch Passion),Hybrid
Blue Moonshine (Dutch Passion),Hybrid
Four-Way (Sensi Seeds),Hybrid
Super Skunk (Sensi Seeds),Hybrid
Early Skunk (Sensi Seeds),Hybrid
Ruderalis Skunk (Sensi Seeds),Hybrid
White Label Rhino,Hybrid
White Label Jack Herer,Hybrid
Super Skunk (White Label),Hybrid
Shiva (Atomic Shiva),Hybrid
Afghan,Hybrid
Sweet Skunk Selfed,Hybrid
Afghani #1,Hybrid
Jamaican Haze,Hybrid
Lambo (Rambo),Hybrid
White Panther (White Dwarf),Hybrid
Northern Lights x Skunk #1,Hybrid
White Indica,Hybrid
Ceres Kush,Hybrid
Ceres Skunk,Hybrid
Haze Brothers,Hybrid
Kushberry (Blueberry Kush),Hybrid
Oregon Blueberry,Hybrid
Apollo 13 Sativa,Hybrid
Cole Train,Hybrid
Sweet Timer,Hybrid
Old Timer,Hybrid
Biddy Sister,Hybrid
Sweet Bliss,Hybrid
Dutch Treat x NL,Hybrid
Bluebonic,Hybrid
Kootenay Mountains Blueberry,Hybrid
Blue Satellite #2,Hybrid
Indica XXL,Hybrid
Thunderbolt,Hybrid
Cal Train Wreck,Hybrid
Lemon Skunk (Green House),Hybrid
Cheese (Green House),Hybrid
Trainwreck (Arcata),Hybrid
Strawberry Cough (Dutch Passion),Hybrid
Bluemoon,Hybrid
OG Kush Hybrid x Blue Satellite #1,Hybrid
Mekong Haze (Delta9),Hybrid
Gaian Haze,Hybrid
Long John Silver,Hybrid
Afghani Gold,Hybrid
JHerer Crossed With NL5,Hybrid
B-52 (Nirvana),Hybrid
Bangi,Hybrid
Congo #3,Hybrid
Leshoto ,Hybrid
Panama Landrace,Hybrid
China Yunan,Hybrid
Kush Haze,Hybrid
Guatemalan Landrace,Hybrid
Cabezon Peak,Hybrid
Truth or Consequences,Hybrid
OG Malawi Dawg,Hybrid
Kablawi,Hybrid
Funk Skunk,Hybrid
Golden Lotus,Hybrid
Unification,Hybrid
Crazy Malawi,Hybrid
Fluxetine,Hybrid
Cannabarbital,Hybrid
Auto Purple,Hybrid
BC God Bud,Hybrid
Blue,Hybrid
Da Purps (THC Seeds),Hybrid
El Nina,Hybrid
Hash Plant (THC Seeds),Hybrid
Haze Superior,Hybrid
Jack Herrer,Hybrid
Kush (THC Seeds),Hybrid
Northern Lights (THC Seeds),Hybrid
Orange,Hybrid
Purple,Hybrid
Sour Diesel (THC Seeds),Hybrid
